医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
ミノドロン酸錠１ｍｇ「トーワ」,3999026F1093,ミノドロン酸水和物,内服
ミノドロン酸錠１ｍｇ「ニプロ」,3999026F1115,ミノドロン酸水和物,内服
ミノドロン酸錠１ｍｇ「三笠」,3999026F1123,ミノドロン酸水和物,内服
ミノドロン酸５０ｍｇ錠,3999026F2014,ミノドロン酸水和物,内服
ボノテオ錠５０ｍｇ,3999026F2022,ミノドロン酸水和物,内服
リカルボン錠５０ｍｇ,3999026F2030,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「ＪＧ」,3999026F2049,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「ＹＤ」,3999026F2057,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「サワイ」,3999026F2073,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「トーワ」,3999026F2090,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「ニプロ」,3999026F2111,ミノドロン酸水和物,内服
ミノドロン酸錠５０ｍｇ「三笠」,3999026F2120,ミノドロン酸水和物,内服
ビビアント錠２０ｍｇ,3999027F1020,バゼドキシフェン酢酸塩,内服
バゼドキシフェン錠２０ｍｇ「サワイ」,3999027F1039,バゼドキシフェン酢酸塩,内服
レボレード錠１２．５ｍｇ,3999028F1025,エルトロンボパグ　オラミン,内服
レボレード錠２５ｍｇ,3999028F2021,エルトロンボパグ　オラミン,内服
イムセラカプセル０．５ｍｇ,3999029M1029,フィンゴリモド塩酸塩,内服
ジレニアカプセル０．５ｍｇ,3999029M1037,フィンゴリモド塩酸塩,内服
ブレーザベスカプセル１００ｍｇ,3999030M1021,ミグルスタット,内服
オプフォルダカプセル６５ｍｇ,3999030M2028,ミグルスタット,内服
ケアラム錠２５ｍｇ,3999031F1035,イグラチモド,内服
イグラチモド錠２５ｍｇ「サワイ」,3999031F1043,イグラチモド,内服
イグラチモド錠２５ｍｇ「あゆみ」,3999031F1051,イグラチモド,内服
イグラチモド錠２５ｍｇ「ケミファ」,3999031F1060,イグラチモド,内服
ブフェニール顆粒　９４％,3999032D1020,フェニル酪酸ナトリウム,内服
ブフェニール錠　５００ｍｇ,3999032F1021,フェニル酪酸ナトリウム,内服
エルカルチンＦＦ錠１００ｍｇ,3999033F1026,レボカルニチン,内服
レボカルニチンＦＦ錠１００ｍｇ「トーワ」,3999033F1034,レボカルニチン,内服
レボカルニチンＦＦ錠１００ｍｇ「アメル」,3999033F1042,レボカルニチン,内服
エルカルチンＦＦ錠２５０ｍｇ,3999033F2022,レボカルニチン,内服
レボカルニチンＦＦ錠２５０ｍｇ「トーワ」,3999033F2030,レボカルニチン,内服
レボカルニチンＦＦ錠２５０ｍｇ「アメル」,3999033F2049,レボカルニチン,内服
エルカルチンＦＦ内用液１０％,3999033S1024,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％「アメル」,3999033S1032,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％「トーワ」,3999033S1040,レボカルニチン,内服
エルカルチンＦＦ内用液１０％分包５ｍＬ,3999033S2020,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％分包５ｍＬ「アメル」,3999033S2039,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％分包５ｍＬ「トーワ」,3999033S2047,レボカルニチン,内服
エルカルチンＦＦ内用液１０％分包１０ｍＬ,3999033S3027,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％分包１０ｍＬ「アメル」,3999033S3035,レボカルニチン,内服
レボカルニチンＦＦ内用液１０％分包１０ｍＬ「トーワ」,3999033S3043,レボカルニチン,内服
ゼルヤンツ錠５ｍｇ,3999034F1020,トファシチニブクエン酸塩,内服
サイスタダン原末,3999035A1028,ベタイン,内服
オーファディンカプセル２ｍｇ,3999036M1029,ニチシノン,内服
オーファディンカプセル５ｍｇ,3999036M2025,ニチシノン,内服
オーファディンカプセル１０ｍｇ,3999036M3021,ニチシノン,内服
サデルガカプセル１００ｍｇ,3999037M1023,エリグルスタット酒石酸塩,内服
プラケニル錠２００ｍｇ,3999038F1029,ヒドロキシクロロキン硫酸塩,内服
ヒドロキシクロロキン硫酸塩錠２００ｍｇ「ＤＳＥＰ」,3999038F1037,ヒドロキシクロロキン硫酸塩,内服
ヒドロキシクロロキン硫酸塩錠２００ｍｇ「サワイ」,3999038F1045,ヒドロキシクロロキン硫酸塩,内服
オフェブカプセル１００ｍｇ,3999039M1022,ニンテダニブエタンスルホン酸塩,内服
オフェブカプセル１５０ｍｇ,3999039M2029,ニンテダニブエタンスルホン酸塩,内服
ボンビバ錠１００ｍｇ,3999040F1026,イバンドロン酸ナトリウム水和物,内服
カーバグル分散錠２００ｍｇ,3999041X1026,カルグルミン酸,内服
オテズラ錠１０ｍｇ,3999042F1025,アプレミラスト,内服
オテズラ錠２０ｍｇ,3999042F2021,アプレミラスト,内服
オテズラ錠３０ｍｇ,3999042F3028,アプレミラスト,内服
オルミエント錠２ｍｇ,3999043F1020,バリシチニブ,内服
オルミエント錠４ｍｇ,3999043F2026,バリシチニブ,内服
オルミエント錠１ｍｇ,3999043F3022,バリシチニブ,内服
オルケディア錠１ｍｇ,3999044F1024,エボカルセト,内服
オルケディア錠２ｍｇ,3999044F2020,エボカルセト,内服
オルケディア錠４ｍｇ,3999044F3027,エボカルセト,内服
ガラフォルドカプセル１２３ｍｇ,3999045M1028,ミガーラスタット塩酸塩,内服
スマイラフ錠５０ｍｇ,3999046F1023,ペフィシチニブ臭化水素酸塩,内服
スマイラフ錠１００ｍｇ,3999046F2020,ペフィシチニブ臭化水素酸塩,内服
エベレンゾ錠２０ｍｇ,3999047F1028,ロキサデュスタット,内服
エベレンゾ錠５０ｍｇ,3999047F2024,ロキサデュスタット,内服
エベレンゾ錠１００ｍｇ,3999047F3020,ロキサデュスタット,内服
リンヴォック錠７．５ｍｇ,3999048G1028,ウパダシチニブ水和物,内服
リンヴォック錠１５ｍｇ,3999048G2024,ウパダシチニブ水和物,内服
リンヴォック錠３０ｍｇ,3999048G3020,ウパダシチニブ水和物,内服
リンヴォック錠４５ｍｇ,3999048G4027,ウパダシチニブ水和物,内服
ダーブロック錠１ｍｇ,3999049F1027,ダプロデュスタット,内服
ダーブロック錠２ｍｇ,3999049F2023,ダプロデュスタット,内服
ダーブロック錠４ｍｇ,3999049F3020,ダプロデュスタット,内服
ダーブロック錠６ｍｇ,3999049F4026,ダプロデュスタット,内服
バフセオ錠１５０ｍｇ,3999050F1020,バダデュスタット,内服
バフセオ錠３００ｍｇ,3999050F2026,バダデュスタット,内服
メーゼント錠０．２５ｍｇ,3999051F1024,シポニモド　フマル酸,内服
メーゼント錠２ｍｇ,3999051F2020,シポニモド　フマル酸,内服
エナロイ錠２ｍｇ,3999052F1029,エナロデュスタット,内服
エナロイ錠４ｍｇ,3999052F2025,エナロデュスタット,内服
ジセレカ錠１００ｍｇ,3999053F1023,フィルゴチニブマレイン酸塩,内服
ジセレカ錠２００ｍｇ,3999053F2020,フィルゴチニブマレイン酸塩,内服
エドルミズ錠５０ｍｇ,3999054F1028,アナモレリン塩酸塩,内服
マスーレッド錠５ｍｇ,3999055F1022,モリデュスタットナトリウム,内服
マスーレッド錠１２．５ｍｇ,3999055F2029,モリデュスタットナトリウム,内服
マスーレッド錠２５ｍｇ,3999055F3025,モリデュスタットナトリウム,内服
マスーレッド錠７５ｍｇ,3999055F4021,モリデュスタットナトリウム,内服
タブネオスカプセル１０ｍｇ,3999056M1026,アバコパン,内服
ソーティクツ錠６ｍｇ,3999057F1021,デュークラバシチニブ,内服
タバリス錠１００ｍｇ,3999058F1026,ホスタマチニブナトリウム水和物,内服
タバリス錠１５０ｍｇ,3999058F2022,ホスタマチニブナトリウム水和物,内服
オファコルカプセル５０ｍｇ,3999059M1020,コール酸,内服
リットフーロカプセル５０ｍｇ,3999060M1022,リトレシチニブトシル酸塩,内服
ゾキンヴィカプセル５０ｍｇ,3999061M1027,ロナファルニブ,内服
ゾキンヴィカプセル７５ｍｇ,3999061M2023,ロナファルニブ,内服
ボイデヤ錠５０ｍｇ,3999062F1022,ダニコパン,内服
レズロック錠２００ｍｇ,3999063F1027,ベルモスジルメシル酸塩,内服
ファビハルタカプセル２００ｍｇ,3999064M1020,イプタコパン塩酸塩水和物,内服
ルプキネスカプセル７．９ｍｇ,3999065M1025,ボクロスポリン,内服
フジケノン粒状錠１２５,3999066F1020,ケノデオキシコール酸,内服
アルギＵ配合顆粒,3999100D1037,Ｌ－アルギニン・Ｌ－アルギニン塩酸塩,内服
ロイコン錠１０ｍｇ,4191001F1037,アデニン,内服
エンドキサン錠５０ｍｇ,4211002F1044,シクロホスファミド水和物,内服
経口用エンドキサン原末１００ｍｇ,4211002X1023,シクロホスファミド水和物,内服
マブリン散１％,4213002B1047,ブスルファン,内服
アルケラン錠２ｍｇ,4219002F1034,メルファラン,内服
エストラサイトカプセル１５６．７ｍｇ,4219003M1054,エストラムスチンリン酸エステルナトリウム水和物,内服
テモゾロミド錠２０ｍｇ「ＮＫ」,4219004F1025,テモゾロミド,内服
テモゾロミド錠１００ｍｇ「ＮＫ」,4219004F2021,テモゾロミド,内服
テモダールカプセル２０ｍｇ,4219004M1024,テモゾロミド,内服
テモダールカプセル１００ｍｇ,4219004M2020,テモゾロミド,内服
ロイケリン散１０％,4221001B1052,メルカプトプリン水和物,内服
メソトレキセート錠２．５ｍｇ,4222001F1027,メトトレキサート,内服
フルツロンカプセル２００,4223004M2023,ドキシフルリジン,内服
ゼローダ錠３００,4223005F1022,カペシタビン,内服
カペシタビン錠３００ｍｇ「サワイ」,4223005F1030,カペシタビン,内服
カペシタビン錠３００ｍｇ「トーワ」,4223005F1049,カペシタビン,内服
カペシタビン錠３００ｍｇ「日医工」,4223005F1057,カペシタビン,内服
カペシタビン錠３００ｍｇ「ヤクルト」,4223005F1065,カペシタビン,内服
カペシタビン錠３００ｍｇ「ＪＧ」,4223005F1073,カペシタビン,内服
カペシタビン錠３００ｍｇ「ＮＫ」,4223005F1081,カペシタビン,内服
カペシタビン錠３００ｍｇ「タカタ」,4223005F1090,カペシタビン,内服
スタラシドカプセル５０,4224001M1020,シタラビン　オクホスファート水和物,内服
ハイドレアカプセル５００ｍｇ,4229001M1027,ヒドロキシカルバミド,内服
フルダラ錠１０ｍｇ,4229002F1022,フルダラビンリン酸エステル,内服
ユーエフティＥ配合顆粒Ｔ１００,4229100D3023,テガフール・ウラシル,内服
ユーエフティＥ配合顆粒Ｔ１５０,4229100D4020,テガフール・ウラシル,内服
ユーエフティＥ配合顆粒Ｔ２００,4229100D5026,テガフール・ウラシル,内服
ユーエフティ配合カプセルＴ１００,4229100M2035,テガフール・ウラシル,内服
ティーエスワン配合顆粒Ｔ２０,4229101D1025,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ティーエスワン配合顆粒Ｔ２５,4229101D2021,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ティーエスワン配合ＯＤ錠Ｔ２０,4229101F1026,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
エスエーワン配合ＯＤ錠Ｔ２０,4229101F1034,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
エヌケーエスワン配合ＯＤ錠Ｔ２０,4229101F1042,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
エスワンタイホウ配合ＯＤ錠Ｔ２０,4229101F1050,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
テガフール・ギメラシル・オテラシルカリウムＴ２５口腔内崩壊錠,4229101F2014,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ティーエスワン配合ＯＤ錠Ｔ２５,4229101F2022,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
エスワンタイホウ配合ＯＤ錠Ｔ２５,4229101F2057,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ティーエスワン配合カプセルＴ２０,4229101M1033,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
エスエーワン配合カプセルＴ２０,4229101M1041,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
テガフール・ギメラシル・オテラシルカリウムＴ２５カプセル,4229101M2013,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ティーエスワン配合カプセルＴ２５,4229101M2030,テガフール・ギメラシル・オテラシルカリウム配合剤,内服
ラステットＳカプセル２５ｍｇ,4240001M1067,エトポシド,内服
ベプシドカプセル２５ｍｇ,4240001M1075,エトポシド,内服
ラステットＳカプセル５０ｍｇ,4240001M2063,エトポシド,内服
ベプシドカプセル５０ｍｇ,4240001M2071,エトポシド,内服
塩酸プロカルバジンカプセル５０ｍｇ「ＴＹＰ」,4291002M1044,プロカルバジン塩酸塩,内服
タモキシフェンクエン酸塩１０ｍｇ錠,4291003F1015,タモキシフェンクエン酸塩,内服
ノルバデックス錠１０ｍｇ,4291003F1163,タモキシフェンクエン酸塩,内服
タモキシフェン錠１０ｍｇ「明治」,4291003F1201,タモキシフェンクエン酸塩,内服
タモキシフェン錠１０ｍｇ「ＭＹＬ」,4291003F1244,タモキシフェンクエン酸塩,内服
タモキシフェンクエン酸塩２０ｍｇ錠,4291003F2011,タモキシフェンクエン酸塩,内服
ノルバデックス錠２０ｍｇ,4291003F2054,タモキシフェンクエン酸塩,内服
ペラゾリン細粒４００ｍｇ,4291004C1030,ソブゾキサン,内服
ペラゾリン細粒８００ｍｇ,4291004C2036,ソブゾキサン,内服
オダイン錠１２５ｍｇ,4291005F1057,フルタミド,内服
フルタミド錠１２５ｍｇ「ＶＴＲＳ」,4291005F1081,フルタミド,内服
ベサノイドカプセル１０ｍｇ,4291006M1034,トレチノイン,内服
フェアストン錠４０,4291007F1021,トレミフェンクエン酸塩,内服
トレミフェン錠４０ｍｇ「サワイ」,4291007F1030,トレミフェンクエン酸塩,内服
ビカルタミド８０ｍｇ錠,4291009F1012,ビカルタミド,内服
カソデックス錠８０ｍｇ,4291009F1039,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「ＮＫ」,4291009F1071,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「サワイ」,4291009F1136,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「日医工」,4291009F1160,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「オーハラ」,4291009F1209,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「トーワ」,4291009F1217,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「ケミファ」,4291009F1225,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「ＤＳＥＰ」,4291009F1276,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「ＶＴＲＳ」,4291009F1284,ビカルタミド,内服
ビカルタミド錠８０ｍｇ「ＮＩＧ」,4291009F1292,ビカルタミド,内服
カソデックスＯＤ錠８０ｍｇ,4291009F2027,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「ＮＫ」,4291009F2043,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「ケミファ」,4291009F2060,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「サワイ」,4291009F2078,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「日医工」,4291009F2086,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「ニプロ」,4291009F2094,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「トーワ」,4291009F2116,ビカルタミド,内服
ビカルタミドＯＤ錠８０ｍｇ「ＤＳＥＰ」,4291009F2124,ビカルタミド,内服
アナストロゾール１ｍｇ錠,4291010F1015,アナストロゾール,内服
アリミデックス錠１ｍｇ,4291010F1031,アナストロゾール,内服
アナストロゾール錠１ｍｇ「Ｆ」,4291010F1058,アナストロゾール,内服
アナストロゾール錠１ｍｇ「ＪＧ」,4291010F1074,アナストロゾール,内服
アナストロゾール錠１ｍｇ「ＮＫ」,4291010F1090,アナストロゾール,内服
アナストロゾール錠１ｍｇ「ＮＰ」,4291010F1104,アナストロゾール,内服
アナストロゾール錠１ｍｇ「ケミファ」,4291010F1120,アナストロゾール,内服
アナストロゾール錠１ｍｇ「サワイ」,4291010F1147,アナストロゾール,内服
アナストロゾール錠１ｍｇ「トーワ」,4291010F1171,アナストロゾール,内服
アナストロゾール錠１ｍｇ「ＤＳＥＰ」,4291010F1228,アナストロゾール,内服
イマチニブメシル酸塩１００ｍｇ錠,4291011F1010,イマチニブメシル酸塩,内服
グリベック錠１００ｍｇ,4291011F1028,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ＮＫ」,4291011F1052,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ヤクルト」,4291011F1060,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ＤＳＥＰ」,4291011F1079,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ニプロ」,4291011F1095,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ケミファ」,4291011F1125,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「サワイ」,4291011F1133,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ＪＧ」,4291011F1141,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「トーワ」,4291011F1168,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ＫＭＰ」,4291011F1206,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「ＮＩＧ」,4291011F1214,イマチニブメシル酸塩,内服
イマチニブ錠１００ｍｇ「タカタ」,4291011F1222,イマチニブメシル酸塩,内服
イマチニブメシル酸塩２００ｍｇ錠,4291011F2016,イマチニブメシル酸塩,内服
イマチニブ錠２００ｍｇ「ヤクルト」,4291011F2040,イマチニブメシル酸塩,内服
イマチニブ錠２００ｍｇ「トーワ」,4291011F2059,イマチニブメシル酸塩,内服
イマチニブ錠２００ｍｇ「サワイ」,4291011F2075,イマチニブメシル酸塩,内服
エキセメスタン２５ｍｇ錠,4291012F1014,エキセメスタン,内服
アロマシン錠２５ｍｇ,4291012F1022,エキセメスタン,内服
イレッサ錠２５０,4291013F1027,ゲフィチニブ,内服
ゲフィチニブ錠２５０ｍｇ「ＤＳＥＰ」,4291013F1035,ゲフィチニブ,内服
ゲフィチニブ錠２５０ｍｇ「ＪＧ」,4291013F1043,ゲフィチニブ,内服
ゲフィチニブ錠２５０ｍｇ「サワイ」,4291013F1060,ゲフィチニブ,内服
ゲフィチニブ錠２５０ｍｇ「サンド」,4291013F1078,ゲフィチニブ,内服
ゲフィチニブ錠２５０ｍｇ「日医工」,4291013F1086,ゲフィチニブ,内服
アムノレイク錠２ｍｇ,4291014F1021,タミバロテン,内服
レトロゾール２．５ｍｇ錠,4291015F1018,レトロゾール,内服
フェマーラ錠２．５ｍｇ,4291015F1026,レトロゾール,内服
レトロゾール錠２．５ｍｇ「ＪＧ」,4291015F1077,レトロゾール,内服
レトロゾール錠２．５ｍｇ「ケミファ」,4291015F1115,レトロゾール,内服
レトロゾール錠２．５ｍｇ「トーワ」,4291015F1140,レトロゾール,内服
タルセバ錠２５ｍｇ,4291016F1020,エルロチニブ塩酸塩,内服
エルロチニブ錠２５ｍｇ「ＮＫ」,4291016F1039,エルロチニブ塩酸塩,内服
タルセバ錠１００ｍｇ,4291016F2027,エルロチニブ塩酸塩,内服
エルロチニブ錠１００ｍｇ「ＮＫ」,4291016F2035,エルロチニブ塩酸塩,内服
タルセバ錠１５０ｍｇ,4291016F3023,エルロチニブ塩酸塩,内服
エルロチニブ錠１５０ｍｇ「ＮＫ」,4291016F3031,エルロチニブ塩酸塩,内服
ネクサバール錠２００ｍｇ,4291017F1025,ソラフェニブトシル酸塩,内服
スニチニブ錠１２．５ｍｇ「ＮＫ」,4291018F1020,スニチニブリンゴ酸塩,内服
スーテントカプセル１２．５ｍｇ,4291018M1029,スニチニブリンゴ酸塩,内服
サレドカプセル１００,4291019M1023,サリドマイド,内服
サレドカプセル５０,4291019M2020,サリドマイド,内服
サレドカプセル２５,4291019M3026,サリドマイド,内服
スプリセル錠２０ｍｇ,4291020F1027,ダサチニブ水和物,内服
ダサチニブ錠２０ｍｇ「ＪＧ」,4291020F1035,ダサチニブ,内服
ダサチニブ錠２０ｍｇ「ＮＫ」,4291020F1043,ダサチニブ,内服
ダサチニブ錠２０ｍｇ「サワイ」,4291020F1051,ダサチニブ,内服
ダサチニブ錠２０ｍｇ「トーワ」,4291020F1060,ダサチニブ,内服
ダサチニブ錠２０ｍｇ「ＢＭＳＨ」,4291020F1078,ダサチニブ水和物,内服
スプリセル錠５０ｍｇ,4291020F2023,ダサチニブ水和物,内服
ダサチニブ錠５０ｍｇ「ＪＧ」,4291020F2031,ダサチニブ,内服
ダサチニブ錠５０ｍｇ「ＮＫ」,4291020F2040,ダサチニブ,内服
ダサチニブ錠５０ｍｇ「サワイ」,4291020F2058,ダサチニブ,内服
ダサチニブ錠５０ｍｇ「トーワ」,4291020F2066,ダサチニブ,内服
ダサチニブ錠５０ｍｇ「ＢＭＳＨ」,4291020F2074,ダサチニブ水和物,内服
タシグナカプセル２００ｍｇ,4291021M1020,ニロチニブ塩酸塩水和物,内服
ニロチニブカプセル２００ｍｇ「サワイ」,4291021M1039,ニロチニブ塩酸塩二水和物,内服
タシグナカプセル１５０ｍｇ,4291021M2027,ニロチニブ塩酸塩水和物,内服
ニロチニブカプセル１５０ｍｇ「サワイ」,4291021M2035,ニロチニブ塩酸塩二水和物,内服
タシグナカプセル５０ｍｇ,4291021M3023,ニロチニブ塩酸塩水和物,内服
タイケルブ錠２５０ｍｇ,4291022F1026,ラパチニブトシル酸塩水和物,内服
アフィニトール錠５ｍｇ,4291023F1020,エベロリムス,内服
アフィニトール錠２．５ｍｇ,4291023F2027,エベロリムス,内服
アフィニトール分散錠２ｍｇ,4291023X1026,エベロリムス,内服
アフィニトール分散錠３ｍｇ,4291023X2022,エベロリムス,内服
レブラミドカプセル５ｍｇ,4291024M1024,レナリドミド水和物,内服
レナリドミドカプセル５ｍｇ「ＢＭＳＨ」,4291024M1032,レナリドミド水和物,内服
レナリドミドカプセル５ｍｇ「Ｆ」,4291024M1040,レナリドミド,内服
レナリドミドカプセル５ｍｇ「サワイ」,4291024M1059,レナリドミド,内服
レナリドミドカプセル５ｍｇ「トーワ」,4291024M1067,レナリドミド,内服
レナリドミドカプセル５ｍｇ「ＦＮＫ」,4291024M1075,レナリドミド,内服
レブラミドカプセル２．５ｍｇ,4291024M2020,レナリドミド水和物,内服
レナリドミドカプセル２．５ｍｇ「ＢＭＳＨ」,4291024M2039,レナリドミド水和物,内服
レナリドミドカプセル２．５ｍｇ「Ｆ」,4291024M2047,レナリドミド,内服
レナリドミドカプセル２．５ｍｇ「サワイ」,4291024M2055,レナリドミド,内服
レナリドミドカプセル２．５ｍｇ「トーワ」,4291024M2063,レナリドミド,内服
レナリドミドカプセル２．５ｍｇ「ＦＮＫ」,4291024M2071,レナリドミド,内服
ゾリンザカプセル１００ｍｇ,4291025M1029,ボリノスタット,内服
ザーコリカプセル２００ｍｇ,4291026M1023,クリゾチニブ,内服
ザーコリカプセル２５０ｍｇ,4291026M2020,クリゾチニブ,内服
インライタ錠１ｍｇ,4291027F1029,アキシチニブ,内服
インライタ錠５ｍｇ,4291027F2025,アキシチニブ,内服
ヴォトリエント錠２００ｍｇ,4291028F1023,パゾパニブ塩酸塩,内服
スチバーガ錠４０ｍｇ,4291029F1028,レゴラフェニブ水和物,内服
ジオトリフ錠２０ｍｇ,4291030F1020,アファチニブマレイン酸塩,内服
ジオトリフ錠３０ｍｇ,4291030F2027,アファチニブマレイン酸塩,内服
ジオトリフ錠４０ｍｇ,4291030F3023,アファチニブマレイン酸塩,内服
イクスタンジ錠４０ｍｇ,4291031F1025,エンザルタミド,内服
イクスタンジ錠８０ｍｇ,4291031F2021,エンザルタミド,内服
アレセンサカプセル１５０ｍｇ,4291032M3021,アレクチニブ塩酸塩,内服
ザイティガ錠２５０ｍｇ,4291033F1024,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「ＤＳＥＰ」,4291033F1032,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「ＪＧ」,4291033F1040,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「ＮＫ」,4291033F1059,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「サワイ」,4291033F1067,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「サンド」,4291033F1075,アビラテロン酢酸エステル,内服
アビラテロン酢酸エステル錠２５０ｍｇ「ニプロ」,4291033F1083,アビラテロン酢酸エステル,内服
ザイティガ錠５００ｍｇ,4291033F2020,アビラテロン酢酸エステル,内服
ジャカビ錠５ｍｇ,4291034F1029,ルキソリチニブリン酸塩,内服
ジャカビ錠１０ｍｇ,4291034F2025,ルキソリチニブリン酸塩,内服
ジャカビ内用液小児用０．５％,4291034S1027,ルキソリチニブリン酸塩,内服
ラパリムス顆粒０．２％,4291035D1022,シロリムス,内服
ラパリムス錠１ｍｇ,4291035F1023,シロリムス,内服
ボシュリフ錠１００ｍｇ,4291036F1028,ボスチニブ水和物,内服
ゼルボラフ錠２４０ｍｇ,4291037F1022,ベムラフェニブ,内服
ポマリストカプセル１ｍｇ,4291038M1026,ポマリドミド,内服
ポマリストカプセル２ｍｇ,4291038M2022,ポマリドミド,内服
ポマリストカプセル３ｍｇ,4291038M3029,ポマリドミド,内服
ポマリストカプセル４ｍｇ,4291038M4025,ポマリドミド,内服
レンビマカプセル４ｍｇ,4291039M1020,レンバチニブメシル酸塩,内服
レンビマカプセル１０ｍｇ,4291039M2027,レンバチニブメシル酸塩,内服
カプレルサ錠１００ｍｇ,4291041F1029,バンデタニブ,内服
タルグレチンカプセル７５ｍｇ,4291042M1022,ベキサロテン,内服
イムブルビカカプセル１４０ｍｇ,4291043M1027,イブルチニブ,内服
ジカディア錠１５０ｍｇ,4291044F1022,セリチニブ,内服
タグリッソ錠４０ｍｇ,4291045F1027,オシメルチニブメシル酸塩,内服
タグリッソ錠８０ｍｇ,4291045F2023,オシメルチニブメシル酸塩,内服
タフィンラーカプセル５０ｍｇ,4291046M1020,ダブラフェニブメシル酸塩,内服
タフィンラーカプセル７５ｍｇ,4291046M2027,ダブラフェニブメシル酸塩,内服
タフィンラー小児用分散錠１０ｍｇ,4291046X1027,ダブラフェニブメシル酸塩,内服
メキニスト錠０．５ｍｇ,4291047F1026,トラメチニブ　ジメチルスルホキシド付加物,内服
メキニスト錠２ｍｇ,4291047F2022,トラメチニブ　ジメチルスルホキシド付加物,内服
メキニスト小児用ドライシロップ４．７ｍｇ,4291047R1022,トラメチニブ　ジメチルスルホキシド付加物,内服
アイクルシグ錠１５ｍｇ,4291048F1020,ポナチニブ塩酸塩,内服
ニンラーロカプセル２．３ｍｇ,4291049M1024,イキサゾミブクエン酸エステル,内服
ニンラーロカプセル３ｍｇ,4291049M2020,イキサゾミブクエン酸エステル,内服
ニンラーロカプセル４ｍｇ,4291049M3027,イキサゾミブクエン酸エステル,内服
ニンラーロカプセル０．５ｍｇ,4291049M4023,イキサゾミブクエン酸エステル,内服
ムンデシンカプセル１００ｍｇ,4291050M1027,フォロデシン塩酸塩,内服
イブランス錠２５ｍｇ,4291051F1022,パルボシクリブ,内服
イブランス錠１２５ｍｇ,4291051F2029,パルボシクリブ,内服
リムパーザ錠１００ｍｇ,4291052F1027,オラパリブ,内服
リムパーザ錠１５０ｍｇ,4291052F2023,オラパリブ,内服
ゾスパタ錠４０ｍｇ,4291053F1021,ギルテリチニブフマル酸塩,内服
ベージニオ錠５０ｍｇ,4291054F1026,アベマシクリブ,内服
ベージニオ錠１００ｍｇ,4291054F2022,アベマシクリブ,内服
