医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
イソソルビド内用液７０％分包４０ｍＬ「ＣＥＯ」,2139001S5023,イソソルビド,内服
フロセミド細粒４％「ＥＭＥＣ」,2139005C1048,フロセミド,内服
フロセミド２０ｍｇ錠,2139005F1010,フロセミド,内服
ラシックス錠２０ｍｇ,2139005F1052,フロセミド,内服
フロセミド４０ｍｇ錠,2139005F2016,フロセミド,内服
ラシックス錠４０ｍｇ,2139005F2342,フロセミド,内服
フロセミド１０ｍｇ錠,2139005F3012,フロセミド,内服
ラシックス錠１０ｍｇ,2139005F3039,フロセミド,内服
アゾセミド６０ｍｇ錠,2139008F1013,アゾセミド,内服
ダイアート錠６０ｍｇ,2139008F1056,アゾセミド,内服
アゾセミド３０ｍｇ錠,2139008F2010,アゾセミド,内服
ダイアート錠３０ｍｇ,2139008F2028,アゾセミド,内服
ルプラック錠４ｍｇ,2139009F1026,トラセミド,内服
トラセミド錠４ｍｇ「ＫＯ」,2139009F1034,トラセミド,内服
ルプラック錠８ｍｇ,2139009F2022,トラセミド,内服
トラセミド錠８ｍｇ「ＫＯ」,2139009F2030,トラセミド,内服
トラセミドＯＤ錠４ｍｇ「ＴＥ」,2139009F3029,トラセミド,内服
トラセミドＯＤ錠８ｍｇ「ＴＥ」,2139009F4025,トラセミド,内服
サムスカ顆粒１％,2139011D1022,トルバプタン,内服
トルバプタン顆粒１％「トーワ」,2139011D1030,トルバプタン,内服
トルバプタン顆粒１％「サワイ」,2139011D1049,トルバプタン,内服
サムスカＯＤ錠７．５ｍｇ,2139011F3026,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「ＤＳＥＰ」,2139011F3034,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「ＴＥ」,2139011F3042,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「オーツカ」,2139011F3050,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「ニプロ」,2139011F3069,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「サワイ」,2139011F3085,トルバプタン,内服
トルバプタンＯＤ錠７．５ｍｇ「トーワ」,2139011F3093,トルバプタン,内服
サムスカＯＤ錠１５ｍｇ,2139011F4022,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「ＤＳＥＰ」,2139011F4030,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「ＴＥ」,2139011F4057,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「オーツカ」,2139011F4065,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「サワイ」,2139011F4073,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「トーワ」,2139011F4081,トルバプタン,内服
トルバプタンＯＤ錠１５ｍｇ「ニプロ」,2139011F4090,トルバプタン,内服
トルバプタンＯＤ錠３．７５ｍｇ「ＴＥ」,2139011F5029,トルバプタン,内服
トルバプタンＯＤ錠３．７５ｍｇ「ニプロ」,2139011F5037,トルバプタン,内服
ヒドララジン塩酸塩散,2142004B2015,ヒドララジン塩酸塩,内服
ヒドララジン塩酸塩錠,2142004F1010,ヒドララジン塩酸塩,内服
レセルピン散０．１％,2143006B2011,レセルピン,内服
レセルピン錠,2143006F2013,レセルピン,内服
カプトリル細粒５％,2144001C1074,カプトプリル,内服
カプトリル錠１２．５ｍｇ,2144001F1020,カプトプリル,内服
カプトリル錠２５ｍｇ,2144001F2026,カプトプリル,内服
カプトリル－Ｒカプセル１８．７５ｍｇ,2144001N1059,カプトプリル,内服
エナラプリルマレイン酸塩細粒１％「アメル」,2144002C1036,エナラプリルマレイン酸塩,内服
エナラプリルマレイン酸塩２．５ｍｇ錠,2144002F1016,エナラプリルマレイン酸塩,内服
レニベース錠２．５,2144002F1024,エナラプリルマレイン酸塩,内服
エナラプリルマレイン酸塩５ｍｇ錠,2144002F2012,エナラプリルマレイン酸塩,内服
レニベース錠５,2144002F2020,エナラプリルマレイン酸塩,内服
エナラプリルマレイン酸塩１０ｍｇ錠,2144002F3019,エナラプリルマレイン酸塩,内服
レニベース錠１０,2144002F3027,エナラプリルマレイン酸塩,内服
アラセプリル１２．５ｍｇ錠,2144003F1010,アラセプリル,内服
アラセプリル２５ｍｇ錠,2144003F2017,アラセプリル,内服
セタプリル錠２５ｍｇ,2144003F2025,アラセプリル,内服
アラセプリル５０ｍｇ錠,2144003F3013,アラセプリル,内服
アデカット７．５ｍｇ錠,2144004F1023,デラプリル塩酸塩,内服
アデカット１５ｍｇ錠,2144004F2020,デラプリル塩酸塩,内服
アデカット３０ｍｇ錠,2144004F3026,デラプリル塩酸塩,内服
リシノプリル５ｍｇ錠,2144006F1014,リシノプリル水和物,内服
ロンゲス錠５ｍｇ,2144006F1030,リシノプリル水和物,内服
リシノプリル１０ｍｇ錠,2144006F2010,リシノプリル水和物,内服
ロンゲス錠１０ｍｇ,2144006F2037,リシノプリル水和物,内服
ロンゲス錠２０ｍｇ,2144006F3033,リシノプリル水和物,内服
リシノプリル錠２０ｍｇ「トーワ」,2144006F3041,リシノプリル水和物,内服
リシノプリル錠２０ｍｇ「サワイ」,2144006F3122,リシノプリル水和物,内服
リシノプリル錠２０ｍｇ「ＮＩＧ」,2144006F3149,リシノプリル水和物,内服
イミダプリル塩酸塩２．５ｍｇ錠,2144008F1013,イミダプリル塩酸塩,内服
タナトリル錠２．５,2144008F1021,イミダプリル塩酸塩,内服
イミダプリル塩酸塩５ｍｇ錠,2144008F2010,イミダプリル塩酸塩,内服
タナトリル錠５,2144008F2028,イミダプリル塩酸塩,内服
タナトリル錠１０,2144008F3024,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「ＪＧ」,2144008F3059,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「オーハラ」,2144008F3083,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「ＰＨ」,2144008F3105,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「ＹＤ」,2144008F3113,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「サワイ」,2144008F3148,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「トーワ」,2144008F3156,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「ＤＳＥＰ」,2144008F3180,イミダプリル塩酸塩,内服
イミダプリル塩酸塩錠１０ｍｇ「ＮＩＧ」,2144008F3229,イミダプリル塩酸塩,内服
テモカプリル塩酸塩１ｍｇ錠,2144009F1018,テモカプリル塩酸塩,内服
エースコール錠１ｍｇ,2144009F1026,テモカプリル塩酸塩,内服
テモカプリル塩酸塩２ｍｇ錠,2144009F2014,テモカプリル塩酸塩,内服
エースコール錠２ｍｇ,2144009F2022,テモカプリル塩酸塩,内服
テモカプリル塩酸塩４ｍｇ錠,2144009F3010,テモカプリル塩酸塩,内服
エースコール錠４ｍｇ,2144009F3029,テモカプリル塩酸塩,内服
オドリック錠０．５ｍｇ,2144011F1023,トランドラプリル,内服
トランドラプリル錠０．５ｍｇ「サワイ」,2144011F1090,トランドラプリル,内服
オドリック錠１ｍｇ,2144011F2020,トランドラプリル,内服
トランドラプリル錠１ｍｇ「サワイ」,2144011F2097,トランドラプリル,内服
ペリンドプリルエルブミン２ｍｇ錠,2144012F1010,ペリンドプリルエルブミン,内服
ペリンドプリルエルブミン４ｍｇ錠,2144012F2016,ペリンドプリルエルブミン,内服
メチルドパ錠,2145001F1019,メチルドパ水和物,内服
メチルドパ錠（ツルハラ）１２５,2145001F1043,メチルドパ水和物,内服
アルドメット錠２５０,2145001F2040,メチルドパ水和物,内服
カタプレス錠７５μｇ,2149001F1034,クロニジン塩酸塩,内服
カタプレス錠１５０μｇ,2149001F2065,クロニジン塩酸塩,内服
ミニプレス錠０．５ｍｇ,2149002F1128,プラゾシン塩酸塩,内服
ミニプレス錠１ｍｇ,2149002F2159,プラゾシン塩酸塩,内服
トランデート錠５０ｍｇ,2149009F1030,ラベタロール塩酸塩,内服
ラベタロール塩酸塩錠５０ｍｇ「トーワ」,2149009F1081,ラベタロール塩酸塩,内服
トランデート錠１００ｍｇ,2149009F2037,ラベタロール塩酸塩,内服
ラベタロール塩酸塩錠１００ｍｇ「トーワ」,2149009F2070,ラベタロール塩酸塩,内服
メトプロロール酒石酸塩２０ｍｇ錠,2149010F1017,メトプロロール酒石酸塩,内服
セロケン錠２０ｍｇ,2149010F1025,メトプロロール酒石酸塩,内服
ロプレソール錠２０ｍｇ,2149010F1033,メトプロロール酒石酸塩,内服
メトプロロール酒石酸塩４０ｍｇ錠,2149010F2013,メトプロロール酒石酸塩,内服
ロプレソール錠４０ｍｇ,2149010F2072,メトプロロール酒石酸塩,内服
セロケンＬ錠１２０ｍｇ,2149010G1047,メトプロロール酒石酸塩,内服
ロプレソールＳＲ錠１２０ｍｇ,2149010G1055,メトプロロール酒石酸塩,内服
ナトリックス錠１,2149012F1059,インダパミド,内服
ナトリックス錠２,2149012F2020,インダパミド,内服
プロプラノロール塩酸塩徐放カプセル６０ｍｇ「サワイ」,2149014M1065,プロプラノロール塩酸塩,内服
デタントール錠０．５ｍｇ,2149015F1028,ブナゾシン塩酸塩,内服
デタントール錠１ｍｇ,2149015F2024,ブナゾシン塩酸塩,内服
デタントールＲ錠３ｍｇ,2149015G1023,ブナゾシン塩酸塩,内服
デタントールＲ錠６ｍｇ,2149015G2020,ブナゾシン塩酸塩,内服
ワイテンス錠２ｍｇ,2149017F1035,グアナベンズ酢酸塩,内服
ローガン錠１０ｍｇ,2149018F1021,アモスラロール塩酸塩,内服
ペルジピン散１０％,2149019B1059,ニカルジピン塩酸塩,内服
ペルジピン錠１０ｍｇ,2149019F1069,ニカルジピン塩酸塩,内服
ニカルジピン塩酸塩錠１０ｍｇ「ツルハラ」,2149019F1158,ニカルジピン塩酸塩,内服
ペルジピン錠２０ｍｇ,2149019F2170,ニカルジピン塩酸塩,内服
ニカルジピン塩酸塩錠２０ｍｇ「ツルハラ」,2149019F2294,ニカルジピン塩酸塩,内服
ペルジピンＬＡカプセル２０ｍｇ,2149019N1160,ニカルジピン塩酸塩,内服
ペルジピンＬＡカプセル４０ｍｇ,2149019N2175,ニカルジピン塩酸塩,内服
エブランチルカプセル１５ｍｇ,2149020N1031,ウラピジル,内服
エブランチルカプセル３０ｍｇ,2149020N2038,ウラピジル,内服
ニルバジピン２ｍｇ錠,2149022F1010,ニルバジピン,内服
ニバジール錠２ｍｇ,2149022F1028,ニルバジピン,内服
ニルバジピン４ｍｇ錠,2149022F2016,ニルバジピン,内服
ニバジール錠４ｍｇ,2149022F2024,ニルバジピン,内服
バソメット錠０．２５ｍｇ,2149023F1030,テラゾシン塩酸塩水和物,内服
バソメット錠０．５ｍｇ,2149023F2037,テラゾシン塩酸塩水和物,内服
バソメット錠１ｍｇ,2149023F3033,テラゾシン塩酸塩水和物,内服
バソメット錠２ｍｇ,2149023F4030,テラゾシン塩酸塩水和物,内服
ミケランＬＡカプセル１５ｍｇ,2149025N1034,カルテオロール塩酸塩,内服
ドキサゾシンメシル酸塩０．５ｍｇ錠,2149026F1018,ドキサゾシンメシル酸塩,内服
カルデナリン錠０．５ｍｇ,2149026F1026,ドキサゾシンメシル酸塩,内服
ドキサゾシンメシル酸塩１ｍｇ錠,2149026F2014,ドキサゾシンメシル酸塩,内服
カルデナリン錠１ｍｇ,2149026F2022,ドキサゾシンメシル酸塩,内服
ドキサゾシンメシル酸塩２ｍｇ錠,2149026F3010,ドキサゾシンメシル酸塩,内服
カルデナリン錠２ｍｇ,2149026F3029,ドキサゾシンメシル酸塩,内服
ドキサゾシンメシル酸塩４ｍｇ錠,2149026F4017,ドキサゾシンメシル酸塩,内服
カルデナリン錠４ｍｇ,2149026F4025,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「ＥＭＥＣ」,2149026F4122,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「ＹＤ」,2149026F4130,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「サワイ」,2149026F4149,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「トーワ」,2149026F4190,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「ＪＧ」,2149026F4203,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「ＮＳ」,2149026F4211,ドキサゾシンメシル酸塩,内服
ドキサゾシン錠４ｍｇ「テバ」,2149026F4220,ドキサゾシンメシル酸塩,内服
カルデナリンＯＤ錠０．５ｍｇ,2149026F5021,ドキサゾシンメシル酸塩,内服
カルデナリンＯＤ錠１ｍｇ,2149026F6028,ドキサゾシンメシル酸塩,内服
カルデナリンＯＤ錠２ｍｇ,2149026F7024,ドキサゾシンメシル酸塩,内服
カルデナリンＯＤ錠４ｍｇ,2149026F8020,ドキサゾシンメシル酸塩,内服
マニジピン塩酸塩５ｍｇ錠,2149027F1012,マニジピン塩酸塩,内服
カルスロット錠５,2149027F1020,マニジピン塩酸塩,内服
マニジピン塩酸塩１０ｍｇ錠,2149027F2019,マニジピン塩酸塩,内服
カルスロット錠１０,2149027F2027,マニジピン塩酸塩,内服
マニジピン塩酸塩２０ｍｇ錠,2149027F3015,マニジピン塩酸塩,内服
カルスロット錠２０,2149027F3023,マニジピン塩酸塩,内服
セレクトール錠１００ｍｇ,2149029F1020,セリプロロール塩酸塩,内服
セリプロロール塩酸塩錠１００ｍｇ「ＮＩＧ」,2149029F1135,セリプロロール塩酸塩,内服
セレクトール錠２００ｍｇ,2149029F2026,セリプロロール塩酸塩,内服
セリプロロール塩酸塩錠２００ｍｇ「ＮＩＧ」,2149029F2131,セリプロロール塩酸塩,内服
ヒポカ５ｍｇカプセル,2149030N1027,バルニジピン塩酸塩,内服
ヒポカ１０ｍｇカプセル,2149030N2023,バルニジピン塩酸塩,内服
ヒポカ１５ｍｇカプセル,2149030N3020,バルニジピン塩酸塩,内服
ベタキソロール塩酸塩５ｍｇ錠,2149031F1019,ベタキソロール塩酸塩,内服
ケルロング錠５ｍｇ,2149031F1027,ベタキソロール塩酸塩,内服
ベタキソロール塩酸塩１０ｍｇ錠,2149031F2015,ベタキソロール塩酸塩,内服
ケルロング錠１０ｍｇ,2149031F2023,ベタキソロール塩酸塩,内服
ベタキソロール塩酸塩錠１０ｍｇ「サワイ」,2149031F2090,ベタキソロール塩酸塩,内服
ベタキソロール塩酸塩錠１０ｍｇ「トーワ」,2149031F2104,ベタキソロール塩酸塩,内服
カルベジロール１０ｍｇ錠,2149032F1013,カルベジロール,内服
アーチスト錠１０ｍｇ,2149032F1021,カルベジロール,内服
カルベジロール２０ｍｇ錠,2149032F2010,カルベジロール,内服
アーチスト錠２０ｍｇ,2149032F2028,カルベジロール,内服
カルベジロール錠２０ｍｇ「サワイ」,2149032F2095,カルベジロール,内服
カルベジロール錠２０ｍｇ「トーワ」,2149032F2125,カルベジロール,内服
カルベジロール錠２０ｍｇ「ＴＣＫ」,2149032F2150,カルベジロール,内服
カルベジロール錠２０ｍｇ「ＶＴＲＳ」,2149032F2192,カルベジロール,内服
カルベジロール錠２０ｍｇ「ニプロ」,2149032F2206,カルベジロール,内服
カルベジロール１．２５ｍｇ錠,2149032F3016,カルベジロール,内服
